"Federal Provider Number","Provider State","Percent Vaccinated Residents","Percent Vaccinated Healthcare Personnel","Percent of Fully Vaccinated Residents who Received a Booster Dose","Percent of Fully Vaccinated Staff who Received a Booster Dose","Date vaccination data last updated"
"16E637","IA","92.9","63.8","76.9","18.6","03/20/2022"
"16E638","IA","100.0","94.9","100.0","50.0","03/20/2022"
"16E668","IA","100.0","82.8","95.5","45.3","03/20/2022"
"16E718","IA","100.0","88.7","96.0","17.6","03/20/2022"
"16E728","IA","94.7","100.0","94.4","66.7","03/20/2022"
"16E756","IA","100.0","78.1","83.9","21.1","03/20/2022"
"16F001","IA","96.0","61.8","100.0","33.3","03/20/2022"
"16F002","IA","83.3","81.3","100.0","40.4","03/20/2022"
"175008","KS","100.0","79.7","86.7","67.8","03/20/2022"
"175044","KS","98.6","85.2","94.3","30.5","03/20/2022"
"175070","KS","100.0","100.0","16.7","21.6","03/20/2022"
"175077","KS","81.3","86.5","65.4","51.9","03/20/2022"
"175078","KS","79.2","67.3","54.8","73.0","03/20/2022"
"175100","KS","80.7","93.9","85.1","26.6","03/20/2022"
"175113","KS","80.4","75.5","66.7","27.5","03/20/2022"
"175114","KS","78.9","65.5","67.9","13.2","03/20/2022"
"175115","KS","92.8","86.5","88.3","27.6","03/20/2022"
"175118","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"175122","KS","72.3","97.4","79.5","14.9","03/20/2022"
"175123","KS","89.5","78.3","82.4","52.2","03/20/2022"
"175124","KS","75.6","84.4","79.4","18.4","03/20/2022"
"175126","KS","98.6","98.6","91.2","53.1","03/20/2022"
"175127","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"175130","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"175133","KS","87.2","91.9","84.0","26.6","03/20/2022"
"175135","KS","88.0","100.0","100.0","50.0","03/20/2022"
"175141","KS","97.1","92.7","78.8","52.9","03/20/2022"
"175145","KS","100.0","91.1","91.2","74.4","03/20/2022"
"175151","KS","80.0","100.0","87.5","77.6","03/20/2022"
"175154","KS","98.4","76.3","72.1","35.6","03/20/2022"
"175157","KS","72.7","82.7","82.1","23.5","03/20/2022"
"175158","KS","98.3","99.6","92.9","31.2","03/20/2022"
"175159","KS","94.6","97.7","88.6","40.7","03/20/2022"
"175162","KS","70.0","78.1","39.3","86.0","03/20/2022"
"175163","KS","0.0","75.7","0.0","27.2","03/20/2022"
"175165","KS","83.3","65.9","74.3","37.0","03/20/2022"
"175168","KS","73.2","95.6","81.7","16.6","03/20/2022"
"175171","KS","100.0","92.8","93.9","52.7","03/20/2022"
"175172","KS","51.7","92.6","80.4","24.7","03/20/2022"
"175173","KS","98.7","84.2","93.4","50.4","03/20/2022"
"175174","KS","94.1","90.9","86.6","20.5","03/20/2022"
"175175","KS","85.7","90.3","85.4","26.2","03/20/2022"
"175176","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"175180","KS","83.5","81.7","61.5","31.9","03/20/2022"
"175181","KS","94.0","97.9","90.5","42.5","03/20/2022"
"175182","KS","83.1","95.2","86.5","46.7","03/20/2022"
"175183","KS","94.6","99.0","73.6","42.7","03/20/2022"
"175184","KS","93.1","74.4","81.5","28.7","03/20/2022"
"175185","KS","84.5","87.7","57.1","20.3","03/20/2022"
"175187","KS","81.1","88.8","86.7","24.4","03/20/2022"
"175191","KS","93.5","75.9","86.2","43.2","03/20/2022"
"175200","KS","83.3","77.8","80.0","36.9","03/20/2022"
"175201","KS","91.7","65.2","84.8","27.9","03/20/2022"
"175202","KS","97.0","76.3","46.9","40.0","03/20/2022"
"175205","KS","64.7","50.8","68.2","28.1","03/20/2022"
"175207","KS","89.2","69.6","75.8","3.1","03/20/2022"
"175208","KS","89.6","92.0","80.0","25.0","03/20/2022"
"175210","KS","95.5","97.0","95.2","32.3","03/20/2022"
"175214","KS","78.2","82.0","74.4","31.7","03/20/2022"
"175215","KS","87.8","88.5","75.4","25.0","03/20/2022"
"175216","KS","72.5","59.6","51.7","16.1","03/20/2022"
"175218","KS","87.8","69.6","97.2","5.1","03/20/2022"
"175219","KS","85.7","79.7","73.3","21.8","03/20/2022"
"175220","KS","97.0","88.9","90.6","66.7","03/20/2022"
"175221","KS","90.9","55.1","85.0","55.6","03/20/2022"
"175223","KS","80.0","72.7","95.8","16.7","03/20/2022"
"175224","KS","90.0","53.1","50.0","23.5","03/20/2022"
"175226","KS","95.0","68.3","68.4","30.4","03/20/2022"
"175228","KS","82.2","87.9","91.9","26.5","03/20/2022"
"175229","KS","86.1","91.7","67.7","27.3","03/20/2022"
"175231","KS","85.4","81.9","91.4","37.3","03/20/2022"
"175232","KS","93.3","86.4","85.7","28.6","03/20/2022"
"175233","KS","89.5","85.5","64.7","32.3","03/20/2022"
"175235","KS","92.5","61.5","91.8","12.5","03/20/2022"
"175236","KS","90.7","52.5","51.3","19.0","03/20/2022"
"175237","KS","90.5","89.6","68.4","27.9","03/20/2022"
"175238","KS","72.1","56.9","67.7","40.5","03/20/2022"
"175239","KS","97.9","92.9","89.1","82.1","03/20/2022"
"175240","KS","64.0","89.7","75.0","44.8","03/20/2022"
"175241","KS","91.3","95.4","90.5","32.3","03/20/2022"
"175242","KS","96.5","92.6","94.6","60.7","03/20/2022"
"175243","KS","90.7","94.3","2.0","34.8","03/20/2022"
"175244","KS","95.2","83.1","90.0","60.8","03/20/2022"
"175245","KS","84.4","78.4","85.2","35.0","03/20/2022"
"175246","KS","90.2","78.7","81.1","59.3","03/20/2022"
"175249","KS","98.1","78.2","80.4","27.9","03/20/2022"
"175250","KS","100.0","77.2","88.3","31.6","03/20/2022"
"175253","KS","89.1","73.3","66.7","33.8","03/20/2022"
"175254","KS","70.6","75.0","63.9","11.1","03/20/2022"
"175255","KS","81.5","79.6","84.9","42.4","03/20/2022"
"175256","KS","95.2","91.7","85.0","38.2","03/20/2022"
"175257","KS","90.2","94.2","89.1","42.1","03/20/2022"
"175258","KS","86.8","80.8","93.9","31.0","03/20/2022"
"175260","KS","98.0","95.8","94.0","38.2","03/20/2022"
"175263","KS","88.5","90.7","91.0","42.4","03/20/2022"
"175264","KS","84.6","84.5","95.5","21.7","03/20/2022"
"175267","KS","78.1","73.7","80.5","38.2","03/20/2022"
"175272","KS","97.6","81.8","87.8","46.3","03/20/2022"
"175273","KS","75.7","87.5","75.0","11.1","03/20/2022"
"175274","KS","66.7","52.1","20.0","100.0","03/20/2022"
"175275","KS","72.4","90.0","85.7","14.8","03/20/2022"
"175276","KS","81.8","76.1","50.0","33.3","03/20/2022"
"175280","KS","93.0","96.6","80.0","23.2","03/20/2022"
"175281","KS","96.4","87.8","56.6","41.5","03/20/2022"
"175282","KS","90.9","84.9","95.0","15.1","03/20/2022"
"175286","KS","91.7","79.5","84.8","54.3","03/20/2022"
"175287","KS","97.9","86.2","87.0","58.0","03/20/2022"
"175290","KS","89.2","72.8","57.8","32.2","03/20/2022"
"175291","KS","91.5","69.3","74.1","28.6","03/20/2022"
"175294","KS","85.1","62.8","52.5","25.9","03/20/2022"
"175295","KS","90.2","52.6","62.2","20.0","03/20/2022"
"175297","KS","98.2","77.8","92.7","34.1","03/20/2022"
"175298","KS","88.0","80.3","89.0","0.0","03/20/2022"
"175299","KS","81.1","62.2","60.0","50.0","03/20/2022"
"175300","KS","98.3","88.3","89.5","36.4","03/20/2022"
"175301","KS","100.0","90.6","97.8","34.8","03/20/2022"
"175302","KS","93.8","85.2","97.8","21.1","03/20/2022"
"175303","KS","100.0","80.2","85.7","30.6","03/20/2022"
"175304","KS","94.1","82.2","81.3","0.0","03/20/2022"
"175305","KS","100.0","93.5","97.1","31.9","03/20/2022"
"175306","KS","90.3","84.0","78.6","32.7","03/20/2022"
"175309","KS","95.2","86.8","95.0","51.1","03/20/2022"
"175310","KS","92.0","70.8","91.3","67.4","03/20/2022"
"175313","KS","91.4","90.4","87.5","44.7","03/20/2022"
"175315","KS","87.5","81.9","94.3","33.8","03/20/2022"
"175317","KS","89.5","88.1","94.1","38.5","03/20/2022"
"175322","KS","95.6","86.6","86.0","22.4","03/20/2022"
"175323","KS","83.3","85.7","70.0","42.6","03/20/2022"
"175324","KS","87.1","94.3","96.3","76.0","03/20/2022"
"175327","KS","96.1","81.0","87.8","37.5","03/20/2022"
"175328","KS","94.7","76.3","61.1","22.2","03/20/2022"
"175332","KS","93.7","80.0","76.3","35.5","03/20/2022"
"175333","KS","89.1","78.0","70.7","31.3","03/20/2022"
"175334","KS","93.8","96.9","90.0","14.5","03/20/2022"
"175335","KS","68.6","52.4","37.5","31.8","03/20/2022"
"175336","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"175337","KS","83.8","87.1","93.5","24.6","03/20/2022"
"175338","KS","94.1","72.8","83.3","40.0","03/20/2022"
"175340","KS","88.8","84.0","89.1","47.7","03/20/2022"
"175343","KS","100.0","95.7","86.7","22.7","03/20/2022"
"175344","KS","97.6","100.0","96.3","26.9","03/20/2022"
"175346","KS","92.0","82.2","100.0","43.2","03/20/2022"
"175347","KS","81.5","70.6","100.0","0.0","03/20/2022"
"175348","KS","88.1","60.2","7.7","10.8","03/20/2022"
"175350","KS","96.2","91.5","96.0","68.0","03/20/2022"
"175351","KS","95.8","89.3","65.2","28.0","03/20/2022"
"175353","KS","89.1","85.3","92.7","57.8","03/20/2022"
"175354","KS","0.0","0.0","0.0","0.0","03/20/2022"
"175355","KS","98.7","98.6","90.8","42.9","03/20/2022"
"175356","KS","76.5","54.0","73.1","20.6","03/20/2022"
"175357","KS","88.2","87.5","76.7","39.3","03/20/2022"
"175359","KS","87.5","75.8","68.6","29.8","03/20/2022"
"175361","KS","94.6","59.5","97.1","24.0","03/20/2022"
"175363","KS","100.0","98.6","89.1","36.6","03/20/2022"
"175366","KS","83.9","42.0","88.5","33.3","03/20/2022"
"175369","KS","87.9","61.7","82.8","21.6","03/20/2022"
"175373","KS","94.6","82.8","81.1","29.2","03/20/2022"
"175374","KS","100.0","80.0","88.9","45.8","03/20/2022"
"175376","KS","95.1","68.7","93.1","46.7","03/20/2022"
"175377","KS","92.7","94.8","92.1","56.4","03/20/2022"
"175379","KS","91.8","68.6","89.3","41.1","03/20/2022"
"175380","KS","96.2","69.8","92.2","38.8","03/20/2022"
"175383","KS","90.6","92.7","96.6","47.2","03/20/2022"
"175385","KS","78.3","72.9","84.7","27.6","03/20/2022"
"175386","KS","95.4","80.4","91.6","37.8","03/20/2022"
"175387","KS","79.5","72.6","32.3","18.9","03/20/2022"
"175389","KS","94.1","66.7","84.4","45.5","03/20/2022"
"175397","KS","88.7","70.6","92.7","38.3","03/20/2022"
"175399","KS","94.1","64.4","78.1","19.1","03/20/2022"
"175401","KS","69.7","83.9","87.0","26.9","03/20/2022"
"175402","KS","94.8","87.9","98.2","33.7","03/20/2022"
"175403","KS","96.4","76.0","85.2","52.6","03/20/2022"
"175404","KS","94.4","88.3","86.6","46.2","03/20/2022"
"175406","KS","93.8","65.8","78.7","32.2","03/20/2022"
"175407","KS","82.8","93.2","85.4","31.6","03/20/2022"
"175409","KS","98.2","65.3","87.0","30.6","03/20/2022"
"175410","KS","83.3","97.1","69.0","28.1","03/20/2022"
"175411","KS","94.9","63.8","89.2","47.7","03/20/2022"
"175412","KS","57.7","46.7","46.7","38.1","03/20/2022"
"175413","KS","95.1","97.8","86.2","40.9","03/20/2022"
"175414","KS","89.4","80.2","78.0","22.3","03/20/2022"
"175415","KS","84.4","92.0","92.6","39.1","03/20/2022"
"175417","KS","100.0","100.0","52.0","20.4","03/20/2022"
"175418","KS","82.9","82.6","67.2","10.5","03/20/2022"
"175419","KS","91.2","61.1","93.5","13.6","03/20/2022"
"175420","KS","93.5","92.9","75.9","26.2","03/20/2022"
"175422","KS","80.0","55.9","67.9","27.3","03/20/2022"
"175423","KS","92.9","62.7","82.1","59.6","03/20/2022"
"175424","KS","92.0","87.3","78.3","36.2","03/20/2022"
"175425","KS","85.4","93.0","88.6","45.3","03/20/2022"
"175426","KS","96.2","91.4","76.0","66.0","03/20/2022"
"175433","KS","96.8","85.0","100.0","51.0","03/20/2022"
"175434","KS","87.1","85.2","85.2","26.1","03/20/2022"
"175435","KS","93.3","97.7","78.6","34.9","03/20/2022"
"175437","KS","79.5","53.3","48.4","29.2","03/20/2022"
"175439","KS","94.1","96.3","84.4","45.6","03/20/2022"
"175440","KS","0.0","0.0","0.0","0.0","03/20/2022"
"175441","KS","98.0","91.5","86.0","34.3","03/20/2022"
"175444","KS","81.6","62.3","60.0","39.6","03/20/2022"
"175445","KS","92.7","95.1","76.5","44.9","03/20/2022"
"175446","KS","90.2","79.6","94.6","83.7","03/20/2022"
"175448","KS","100.0","88.8","97.8","52.8","03/20/2022"
"175450","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"175451","KS","89.4","61.5","71.4","40.7","03/20/2022"
"175452","KS","73.1","43.6","53.1","24.4","03/20/2022"
"175454","KS","60.4","62.9","89.7","22.7","03/20/2022"
"175455","KS","91.4","89.7","92.5","26.9","03/20/2022"
"175456","KS","100.0","85.2","83.0","59.4","03/20/2022"
"175457","KS","83.8","90.4","87.1","59.6","03/20/2022"
"175459","KS","89.7","68.5","100.0","10.0","03/20/2022"
"175463","KS","75.5","74.1","85.0","16.3","03/20/2022"
"175464","KS","91.7","83.6","63.6","23.5","03/20/2022"
"175465","KS","90.2","93.2","71.6","41.9","03/20/2022"
"175466","KS","83.6","73.6","67.4","39.5","03/20/2022"
"175467","KS","90.4","98.1","91.5","39.2","03/20/2022"
"175468","KS","96.4","81.4","100.0","38.6","03/20/2022"
"175470","KS","84.1","74.6","73.0","36.2","03/20/2022"
"175471","KS","89.3","81.1","80.0","86.0","03/20/2022"
"175472","KS","100.0","97.8","100.0","50.0","03/20/2022"
"175473","KS","87.5","86.7","46.4","23.1","03/20/2022"
"175474","KS","100.0","96.5","91.2","47.3","03/20/2022"
"175475","KS","94.3","93.3","78.8","37.5","03/20/2022"
"175477","KS","97.7","82.2","90.7","40.5","03/20/2022"
"175478","KS","100.0","97.5","100.0","8.7","03/20/2022"
"175480","KS","100.0","90.0","93.3","38.9","03/20/2022"
"175481","KS","74.2","32.8","0.0","0.0","03/20/2022"
"175484","KS","100.0","75.4","87.8","55.1","03/20/2022"
"175487","KS","93.9","86.7","84.8","35.9","03/20/2022"
"175488","KS","88.9","74.0","45.8","31.5","03/20/2022"
"175489","KS","94.7","58.1","61.1","11.6","03/20/2022"
"175490","KS","87.5","69.6","90.5","30.8","03/20/2022"
"175491","KS","74.2","94.3","82.6","46.0","03/20/2022"
"175492","KS","100.0","84.8","0.0","0.0","03/20/2022"
"175494","KS","97.4","87.3","100.0","12.5","03/20/2022"
"175497","KS","94.1","64.5","53.1","38.8","03/20/2022"
"175498","KS","92.1","95.8","77.6","1.9","03/20/2022"
"175499","KS","88.1","97.1","83.8","36.8","03/20/2022"
"175500","KS","91.3","73.3","76.2","40.9","03/20/2022"
"175501","KS","74.7","67.6","62.7","17.4","03/20/2022"
"175502","KS","94.0","85.9","59.6","27.9","03/20/2022"
"175503","KS","100.0","96.0","85.0","52.9","03/20/2022"
"175504","KS","76.2","72.7","75.0","50.0","03/20/2022"
"175505","KS","96.6","69.6","92.9","66.7","03/20/2022"
"175506","KS","100.0","88.5","97.6","63.8","03/20/2022"
"175507","KS","98.7","80.7","93.5","44.7","03/20/2022"
"175508","KS","96.4","88.9","94.4","70.8","03/20/2022"
"175509","KS","96.4","66.0","88.9","57.1","03/20/2022"
"175511","KS","89.3","69.6","72.0","41.0","03/20/2022"
"175513","KS","92.9","70.8","43.6","44.0","03/20/2022"
"175514","KS","79.5","77.4","24.2","0.0","03/20/2022"
"175516","KS","86.8","65.1","88.1","42.1","03/20/2022"
"175517","KS","100.0","99.6","92.1","46.4","03/20/2022"
"175520","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"175521","KS","95.7","59.8","88.9","37.7","03/20/2022"
"175522","KS","86.8","92.2","0.0","12.8","03/20/2022"
"175524","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"175525","KS","84.1","78.7","59.5","29.4","03/20/2022"
"175526","KS","100.0","100.0","88.2","33.3","03/20/2022"
"175527","KS","79.5","82.8","67.2","34.1","03/20/2022"
"175528","KS","100.0","83.3","100.0","58.9","03/20/2022"
"175529","KS","0.0","0.0","0.0","0.0","03/20/2022"
"175530","KS","95.1","91.7","92.3","47.7","03/20/2022"
"175531","KS","81.8","98.1","92.6","35.8","03/20/2022"
"175532","KS","95.1","80.1","69.0","27.4","03/20/2022"
"175533","KS","97.6","90.5","87.8","52.4","03/20/2022"
"175534","KS","100.0","98.3","100.0","69.0","03/20/2022"
"175536","KS","100.0","94.4","96.7","41.7","03/20/2022"
"175539","KS","61.4","100.0","69.8","13.7","03/20/2022"
"175540","KS","79.5","99.1","54.8","32.4","03/20/2022"
"175541","KS","95.3","74.0","95.1","20.4","03/20/2022"
"175542","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"175543","KS","89.7","100.0","73.1","18.8","03/20/2022"
"175544","KS","74.4","86.4","72.1","76.5","03/20/2022"
"175545","KS","84.6","76.5","78.8","36.5","03/20/2022"
"175546","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"175547","KS","95.6","94.9","79.1","37.8","03/20/2022"
"175548","KS","64.9","62.7","70.3","42.6","03/20/2022"
"175549","KS","82.8","71.1","54.7","0.0","03/20/2022"
"175550","KS","80.8","81.4","52.5","15.7","03/20/2022"
"175551","KS","55.9","61.8","65.8","20.0","03/20/2022"
"175553","KS","100.0","91.4","97.3","67.5","03/20/2022"
"175554","KS","87.2","70.8","58.5","32.5","03/20/2022"
"175555","KS","82.4","85.4","82.0","32.4","03/20/2022"
"175557","KS","91.5","87.6","86.0","25.2","03/20/2022"
"175558","KS","75.0","80.0","82.1","30.4","03/20/2022"
"175559","KS","94.7","46.7","66.7","88.6","03/20/2022"
"175560","KS","96.6","93.0","100.0","48.4","03/20/2022"
"175561","KS","91.3","91.2","100.0","45.2","03/20/2022"
"175562","KS","91.8","74.5","75.6","52.6","03/20/2022"
"175563","KS","60.8","75.2","61.3","46.8","03/20/2022"
"175564","KS","85.9","88.6","75.3","42.1","03/20/2022"
"175565","KS","100.0","89.3","100.0","52.0","03/20/2022"
"175566","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"175567","KS","93.3","58.8","89.3","50.0","03/20/2022"
"17A020","KS","100.0","95.0","89.3","43.9","03/20/2022"
"17A029","KS","76.6","73.1","50.0","100.0","03/20/2022"
"17E011","KS","86.4","61.0","78.9","41.0","03/20/2022"
"17E026","KS","100.0","70.4","69.0","24.0","03/20/2022"
"17E034","KS","92.9","84.5","92.3","22.4","03/20/2022"
"17E038","KS","95.6","86.5","86.0","68.8","03/20/2022"
"17E071","KS","57.7","59.7","60.0","49.3","03/20/2022"
"17E183","KS","97.0","75.2","93.8","71.0","03/20/2022"
"17E197","KS","84.4","73.2","70.4","19.5","03/20/2022"
"17E210","KS","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"17E242","KS","71.4","56.0","93.3","42.9","03/20/2022"
"17E256","KS","100.0","100.0","100.0","100.0","03/20/2022"
"17E294","KS","100.0","90.8","100.0","83.1","03/20/2022"
"17E356","KS","97.1","72.7","93.9","8.9","03/20/2022"
"17E424","KS","80.8","51.4","90.5","33.3","03/20/2022"
"17E445","KS","100.0","80.8","75.0","38.1","03/20/2022"
"17E451","KS","80.8","75.5","85.7","18.9","03/20/2022"
"17E470","KS","100.0","92.5","93.3","40.8","03/20/2022"
"17E473","KS","100.0","89.4","70.0","47.5","03/20/2022"
"17E488","KS","85.2","71.8","43.5","25.0","03/20/2022"
"17E528","KS","100.0","92.9","100.0","76.9","03/20/2022"
"17E531","KS","96.9","86.9","87.1","49.3","03/20/2022"
"17E534","KS","97.1","88.7","73.5","15.9","03/20/2022"
"17E546","KS","90.5","81.4","73.1","15.7","03/20/2022"
"17E577","KS","100.0","94.3","95.0","0.0","03/20/2022"
"17E580","KS","95.8","97.0","95.7","56.3","03/20/2022"
"17E585","KS","100.0","96.5","100.0","68.3","03/20/2022"
"17E589","KS","97.4","80.4","86.8","52.6","03/20/2022"
"17E591","KS","100.0","68.8","79.3","45.5","03/20/2022"
"17E597","KS","100.0","88.5","71.4","29.6","03/20/2022"
"17E619","KS","85.0","63.0","82.4","70.6","03/20/2022"
"17E625","KS","88.2","80.6","66.7","32.0","03/20/2022"
"17E630","KS","87.5","88.9","85.7","20.8","03/20/2022"
"17E637","KS","88.0","68.3","81.8","14.3","03/20/2022"
"17E658","KS","85.7","86.2","87.5","42.9","03/20/2022"
"185003","KY","96.3","97.0","95.3","42.6","03/20/2022"
"185005","KY","78.6","88.5","42.9","21.7","03/20/2022"
"185006","KY","93.9","86.1","87.0","29.0","03/20/2022"
"185008","KY","90.5","83.4","94.7","39.0","03/20/2022"
"185012","KY","83.9","100.0","87.2","46.3","03/20/2022"
"185013","KY","89.5","88.9","70.6","40.3","03/20/2022"
"185015","KY","84.1","80.6","81.1","36.6","03/20/2022"
"185029","KY","85.1","72.1","67.4","51.0","03/20/2022"
"185038","KY","93.2","85.3","91.2","53.1","03/20/2022"
